rk,player,age,team,pos,g,gs,mp,fg,fga,fg_percent,3p,3pa,3p_percent,2p,2pa,2p_percent,efg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,awards,year,player_id
472.0,Tyrone Wallace,25.0,ATL,SG,14.0,0.0,160.0,3.2,9.9,0.318,0.2,3.4,0.067,2.9,6.5,0.448,0.33,2.5,3.8,0.647,0.7,4.3,5.0,2.9,1.6,0.2,2.3,4.3,9.0,,2020,wallaty01
473.0,Johnathan Williams,24.0,WAS,PF,15.0,6.0,180.0,3.8,6.8,0.559,0.0,0.4,0.0,3.8,6.4,0.594,0.559,1.4,2.6,0.538,4.8,8.0,12.8,1.6,0.2,1.6,1.0,3.2,9.0,,2020,willijo04
474.0,Devon Hall,24.0,OKC,PG,11.0,0.0,81.0,2.7,13.3,0.2,1.8,7.6,0.235,0.9,5.8,0.154,0.267,1.8,3.6,0.5,0.9,2.2,3.1,5.8,1.8,0.4,2.2,2.7,8.9,,2020,hallde01
475.0,Evan Turner,31.0,ATL,SG,19.0,0.0,251.0,3.6,9.6,0.373,0.0,0.7,0.0,3.6,8.9,0.403,0.373,1.7,2.0,0.857,1.1,4.3,5.5,5.5,1.3,1.1,3.7,2.9,8.9,,2020,turneev01
476.0,Zach Norvell,22.0,2TM,SG,5.0,0.0,41.0,2.6,10.5,0.25,2.6,7.0,0.375,0.0,3.5,0.0,0.375,0.9,0.9,1.0,0.0,5.3,5.3,2.6,1.8,0.0,2.6,3.5,8.8,,2020,norveza01
476.0,Zach Norvell,22.0,LAL,SG,2.0,0.0,5.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,,2020,norveza01
476.0,Zach Norvell,22.0,GSW,SG,3.0,0.0,36.0,3.0,11.0,0.273,3.0,8.0,0.375,0.0,3.0,0.0,0.409,1.0,1.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,3.0,4.0,10.0,,2020,norveza01
477.0,Norvel Pelle,26.0,PHI,C,24.0,0.0,232.0,3.9,7.4,0.521,0.0,0.2,0.0,3.9,7.3,0.532,0.521,1.1,2.2,0.5,3.1,8.1,11.2,1.2,0.5,4.8,2.8,8.5,8.8,,2020,pelleno01
478.0,Lance Thomas,31.0,BRK,PF,7.0,4.0,98.0,2.9,8.4,0.348,1.5,4.8,0.308,1.5,3.7,0.4,0.435,1.5,1.5,1.0,0.7,4.0,4.8,2.2,0.0,0.0,2.2,4.0,8.8,,2020,thomala01
479.0,Vic Law,24.0,ORL,PF,8.0,0.0,62.0,3.5,10.5,0.333,0.6,4.1,0.143,2.9,6.4,0.455,0.361,1.2,3.5,0.333,1.2,5.2,6.4,1.7,1.2,0.0,1.2,3.5,8.7,,2020,lawvi01
480.0,Antonius Cleveland,25.0,DAL,SG,11.0,0.0,46.0,3.1,11.0,0.286,0.0,2.3,0.0,3.1,8.6,0.364,0.286,2.3,3.9,0.6,1.6,3.9,5.5,0.8,0.8,2.3,1.6,6.3,8.6,,2020,clevean01
481.0,Zylan Cheatham,24.0,NOP,PF,4.0,0.0,51.0,4.2,6.4,0.667,0.0,0.7,0.0,4.2,5.6,0.75,0.667,0.0,0.0,0.0,2.1,4.2,6.4,2.1,0.7,0.7,2.8,7.1,8.5,,2020,cheatzy01
482.0,Matisse Thybulle,22.0,PHI,SG,65.0,14.0,1287.0,3.1,7.4,0.423,1.6,4.4,0.357,1.6,3.0,0.519,0.528,0.7,1.1,0.61,1.2,1.8,3.0,2.2,2.6,1.3,1.4,3.9,8.5,,2020,thybuma01
483.0,Semi Ojeleye,25.0,BOS,PF,69.0,6.0,1011.0,2.8,7.0,0.408,1.7,4.5,0.378,1.1,2.5,0.464,0.531,1.0,1.1,0.875,0.9,4.2,5.2,1.3,0.7,0.2,0.7,2.8,8.4,,2020,ojelese01
484.0,Anthony Tolliver,34.0,3TM,PF,55.0,13.0,872.0,2.7,7.5,0.357,2.0,6.0,0.338,0.7,1.5,0.432,0.492,0.9,1.2,0.724,1.4,5.0,6.4,1.7,0.8,0.5,1.4,3.1,8.3,,2020,tollian01
484.0,Anthony Tolliver,34.0,POR,PF,33.0,9.0,554.0,2.8,7.6,0.368,1.9,5.8,0.337,0.8,1.8,0.464,0.496,0.8,1.2,0.684,1.8,5.4,7.1,1.9,0.5,0.6,1.4,3.5,8.4,,2020,tollian01
484.0,Anthony Tolliver,34.0,SAC,PF,9.0,0.0,82.0,1.3,7.5,0.176,0.9,6.6,0.133,0.4,0.9,0.5,0.235,0.4,0.9,0.5,0.9,4.0,4.8,1.3,1.8,0.4,1.8,2.6,4.0,,2020,tollian01
484.0,Anthony Tolliver,34.0,MEM,PF,13.0,4.0,236.0,2.9,7.3,0.396,2.6,6.3,0.415,0.3,1.1,0.286,0.573,1.1,1.2,0.875,0.8,4.3,5.0,1.5,1.1,0.2,1.4,2.1,9.5,,2020,tollian01
485.0,Khem Birch,27.0,ORL,C,48.0,24.0,922.0,2.9,5.6,0.51,0.0,0.0,0.0,2.9,5.5,0.514,0.51,2.6,3.9,0.653,3.6,5.0,8.6,2.0,0.8,0.9,1.2,3.6,8.3,,2020,birchkh01
486.0,Andre Iguodala,36.0,MIA,SF,21.0,0.0,418.0,3.3,7.6,0.432,1.2,4.0,0.298,2.1,3.5,0.585,0.511,0.5,1.3,0.4,1.5,5.3,6.7,4.4,1.2,1.8,2.2,3.0,8.3,,2020,iguodan01
487.0,Andre Roberson,28.0,OKC,SF,7.0,0.0,87.0,3.3,12.0,0.276,1.2,5.8,0.214,2.1,6.2,0.333,0.328,0.4,0.8,0.5,2.9,8.3,11.2,1.7,0.4,1.2,0.8,5.4,8.3,,2020,roberan03
488.0,Jordan Bone,22.0,DET,PG,10.0,0.0,53.0,3.4,13.6,0.25,1.4,6.8,0.2,2.0,6.8,0.3,0.3,0.0,0.0,0.0,0.0,2.7,2.7,5.4,0.7,0.0,1.4,4.1,8.2,,2020,bonejo01
489.0,Grant Williams,21.0,BOS,PF,69.0,5.0,1043.0,3.0,7.3,0.412,0.8,3.3,0.25,2.2,4.0,0.548,0.469,1.3,1.9,0.722,2.0,4.1,6.1,2.3,1.0,1.2,1.7,5.6,8.2,,2020,willigr01
490.0,Caleb Swanigan,22.0,2TM,PF,27.0,1.0,288.0,3.5,5.9,0.596,0.0,0.2,0.0,3.5,5.6,0.622,0.596,1.1,2.1,0.529,3.4,9.1,12.5,3.9,0.4,0.9,4.6,7.7,8.1,,2020,swanica01
490.0,Caleb Swanigan,22.0,SAC,C,7.0,0.0,23.0,3.1,6.3,0.5,0.0,0.0,0.0,3.1,6.3,0.5,0.5,1.6,3.1,0.5,3.1,7.8,11.0,3.1,1.6,3.1,9.4,12.5,7.8,,2020,swanica01
490.0,Caleb Swanigan,22.0,POR,PF,20.0,1.0,265.0,3.5,5.8,0.605,0.0,0.3,0.0,3.5,5.6,0.634,0.605,1.1,2.0,0.533,3.4,9.2,12.6,3.9,0.3,0.7,4.2,7.3,8.2,,2020,swanica01
491.0,Iman Shumpert,29.0,BRK,SF,13.0,0.0,241.0,3.1,9.6,0.328,1.2,4.9,0.242,1.9,4.6,0.419,0.391,0.6,1.0,0.571,1.3,3.7,5.1,1.8,1.8,0.3,1.5,3.1,8.1,,2020,shumpim01
492.0,Cristiano FelÃ­cio,27.0,CHI,C,22.0,0.0,386.0,3.2,5.0,0.63,0.0,0.2,0.0,3.2,4.8,0.654,0.63,1.7,2.1,0.783,5.1,4.4,9.5,1.5,0.9,0.2,1.7,3.2,8.0,,2020,feliccr01
493.0,Royce O'Neale,26.0,UTA,SF,71.0,62.0,2049.0,2.8,6.4,0.433,1.6,4.3,0.377,1.2,2.1,0.545,0.559,0.7,1.0,0.764,0.5,6.4,6.8,3.2,1.0,0.6,1.1,3.5,7.9,,2020,onealro01
494.0,Matthew Dellavedova,29.0,CLE,PG,57.0,4.0,821.0,2.7,7.7,0.354,0.9,4.0,0.231,1.8,3.7,0.488,0.414,1.4,1.6,0.865,0.8,2.5,3.3,7.9,0.9,0.1,2.6,3.4,7.8,,2020,dellama01
495.0,Malcolm Miller,26.0,TOR,SF,28.0,1.0,162.0,2.7,6.4,0.414,1.8,4.9,0.364,0.9,1.6,0.571,0.552,0.7,1.8,0.375,0.4,3.1,3.6,2.4,1.1,0.4,0.9,4.0,7.8,,2020,millema01
496.0,Michael Kidd-Gilchrist,26.0,2TM,PF,25.0,0.0,281.0,2.8,8.5,0.333,0.6,2.6,0.25,2.2,5.9,0.37,0.371,1.4,1.8,0.786,1.8,6.8,8.6,1.8,0.3,0.8,2.0,4.7,7.7,,2020,kiddgmi01
496.0,Michael Kidd-Gilchrist,26.0,CHO,PF,12.0,0.0,160.0,4.1,11.9,0.34,1.1,3.8,0.294,2.9,8.1,0.361,0.387,1.6,2.0,0.778,2.0,5.9,7.9,2.3,0.0,0.7,1.6,4.1,10.8,,2020,kiddgmi01
496.0,Michael Kidd-Gilchrist,26.0,DAL,PF,13.0,0.0,121.0,1.2,3.9,0.308,0.0,0.9,0.0,1.2,3.0,0.4,0.308,1.2,1.5,0.8,1.5,8.0,9.5,1.2,0.6,0.9,2.7,5.7,3.6,,2020,kiddgmi01
497.0,Jonah Bolden,24.0,2TM,C,7.0,0.0,47.0,3.1,8.4,0.364,0.0,3.1,0.0,3.1,5.4,0.571,0.364,1.5,3.1,0.5,2.3,4.6,6.9,0.0,2.3,1.5,1.5,7.7,7.7,,2020,boldejo01
497.0,Jonah Bolden,24.0,PHI,C,4.0,0.0,14.0,5.1,7.7,0.667,0.0,2.6,0.0,5.1,5.1,1.0,0.667,0.0,5.1,0.0,0.0,2.6,2.6,0.0,2.6,0.0,5.1,10.3,10.3,,2020,boldejo01
497.0,Jonah Bolden,24.0,PHO,C,3.0,0.0,33.0,2.2,8.7,0.25,0.0,3.3,0.0,2.2,5.5,0.4,0.25,2.2,2.2,1.0,3.3,5.5,8.7,0.0,2.2,2.2,0.0,6.5,6.5,,2020,boldejo01
498.0,Derrick Walton,24.0,2TM,PG,26.0,1.0,248.0,2.6,5.7,0.462,1.5,3.5,0.417,1.2,2.2,0.533,0.59,1.0,1.3,0.778,0.3,2.0,2.3,3.9,1.0,0.0,0.7,3.0,7.7,,2020,waltode01
498.0,Derrick Walton,24.0,LAC,PG,23.0,1.0,222.0,2.8,5.8,0.472,1.5,3.4,0.429,1.3,2.4,0.533,0.597,1.1,1.5,0.778,0.3,2.1,2.4,3.6,0.6,0.0,0.6,3.1,8.1,,2020,waltode01
498.0,Derrick Walton,24.0,DET,PG,3.0,0.0,26.0,1.4,4.2,0.333,1.4,4.2,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.4,1.4,6.9,4.2,0.0,1.4,2.8,4.2,,2020,waltode01
499.0,Romeo Langford,20.0,BOS,SG,32.0,2.0,370.0,2.7,7.8,0.35,0.5,2.6,0.185,2.2,5.2,0.434,0.381,1.8,2.4,0.72,1.5,2.5,4.0,1.3,0.8,0.8,1.1,3.2,7.7,,2020,langfro01
500.0,Daryl Macon,24.0,MIA,PG,4.0,0.0,14.0,2.6,7.7,0.333,2.6,5.1,0.5,0.0,2.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,5.1,2.6,7.7,,2020,maconda01
501.0,Rodney McGruder,28.0,LAC,SG,56.0,4.0,871.0,3.0,7.5,0.398,1.0,3.7,0.27,2.0,3.8,0.522,0.464,0.8,1.4,0.559,1.2,5.0,6.2,1.5,1.1,0.3,1.0,3.1,7.7,,2020,mcgruro01
502.0,J.R. Smith,34.0,LAL,SG,6.0,0.0,79.0,3.2,10.0,0.318,0.5,5.0,0.091,2.7,5.0,0.545,0.341,0.9,0.9,1.0,0.0,2.3,2.3,1.4,0.5,0.0,1.8,2.3,7.7,,2020,smithjr01
503.0,Thabo Sefolosha,35.0,HOU,PF,41.0,0.0,436.0,3.1,7.5,0.407,1.2,4.5,0.278,1.8,3.1,0.595,0.489,0.2,0.7,0.375,1.7,5.9,7.7,2.1,2.0,1.0,1.2,3.6,7.6,,2020,sefolth01
504.0,Al-Farouq Aminu,29.0,ORL,PF,18.0,2.0,380.0,2.4,8.1,0.291,0.9,3.4,0.25,1.5,4.7,0.32,0.343,1.8,2.7,0.655,2.3,6.0,8.2,2.0,1.7,0.8,1.6,2.6,7.4,,2020,aminual01
505.0,Amile Jefferson,26.0,ORL,PF,18.0,0.0,74.0,2.4,6.8,0.357,0.0,0.0,0.0,2.4,6.8,0.357,0.357,2.4,6.8,0.357,4.9,6.3,11.2,1.9,0.5,1.5,1.5,3.4,7.3,,2020,jeffeam01
506.0,P.J. Tucker,34.0,HOU,PF,72.0,72.0,2467.0,2.6,6.2,0.415,1.6,4.4,0.358,1.0,1.9,0.551,0.541,0.6,0.7,0.813,1.6,5.3,6.9,1.7,1.1,0.5,1.1,3.3,7.3,,2020,tuckepj01
507.0,Luc Mbah a Moute,33.0,HOU,PF,3.0,0.0,25.0,2.9,7.2,0.4,0.0,2.9,0.0,2.9,4.3,0.667,0.4,1.4,2.9,0.5,1.4,1.4,2.9,0.0,2.9,0.0,1.4,0.0,7.2,,2020,mbahalu01
508.0,Brian Bowen,21.0,IND,SF,6.0,1.0,31.0,3.5,11.6,0.3,0.0,2.3,0.0,3.5,9.3,0.375,0.3,0.0,0.0,0.0,1.2,7.0,8.1,0.0,0.0,1.2,1.2,3.5,7.0,,2020,bowenbr02
509.0,Jared Dudley,34.0,LAL,PF,45.0,1.0,364.0,2.4,5.9,0.4,1.8,4.2,0.429,0.6,1.8,0.333,0.55,0.2,0.2,1.0,0.6,4.5,5.1,2.8,1.5,0.3,0.8,4.1,6.7,,2020,dudleja01
510.0,Michael Frazier,25.0,HOU,SG,13.0,0.0,145.0,1.7,7.2,0.241,1.0,5.7,0.174,0.7,1.5,0.5,0.31,2.2,3.5,0.643,0.2,2.2,2.5,0.5,0.5,0.0,1.2,5.5,6.7,,2020,frazimi01
511.0,Patrick McCaw,24.0,TOR,SF,37.0,12.0,908.0,2.7,6.4,0.414,0.9,2.8,0.324,1.7,3.6,0.484,0.485,0.5,0.7,0.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7,,2020,mccawpa01
512.0,Terrance Ferguson,21.0,OKC,SF,56.0,38.0,1257.0,2.2,6.3,0.355,1.4,4.8,0.292,0.8,1.5,0.558,0.466,0.4,0.6,0.75,0.7,1.5,2.1,1.5,0.8,0.5,0.9,4.4,6.3,,2020,fergute01
513.0,Ed Davis,30.0,UTA,C,28.0,1.0,303.0,2.6,5.5,0.478,0.0,0.0,0.0,2.6,5.5,0.478,0.478,0.8,1.7,0.5,4.2,8.3,12.5,1.4,1.3,1.1,1.5,7.2,6.1,,2020,davised01
514.0,Kenrich Williams,25.0,NOP,PF,39.0,18.0,832.0,2.2,6.4,0.347,1.1,4.2,0.258,1.1,2.2,0.52,0.432,0.4,1.1,0.346,2.2,5.8,8.0,2.5,1.2,0.9,1.0,3.8,5.9,,2020,willike04
515.0,Nicolas Batum,31.0,CHO,SF,22.0,3.0,505.0,2.0,5.8,0.346,1.0,3.5,0.286,1.0,2.3,0.438,0.432,0.6,0.7,0.9,1.8,5.3,7.1,4.7,1.2,0.6,1.6,2.9,5.6,,2020,batumni01
516.0,Tyson Chandler,37.0,HOU,C,26.0,5.0,219.0,2.3,3.0,0.778,0.0,0.0,0.0,2.3,3.0,0.778,0.778,1.0,2.1,0.462,4.1,6.7,10.8,1.0,1.0,1.3,1.3,5.3,5.6,,2020,chandty01
517.0,Kyle Alexander,23.0,MIA,C,2.0,0.0,13.0,2.8,5.5,0.5,0.0,0.0,0.0,2.8,5.5,0.5,0.5,0.0,0.0,0.0,5.5,2.8,8.3,0.0,0.0,0.0,2.8,2.8,5.5,,2020,alexaky01
518.0,Corey Brewer,33.0,SAC,PF,5.0,0.0,33.0,2.2,4.4,0.5,0.0,1.1,0.0,2.2,3.3,0.667,0.5,1.1,3.3,0.333,2.2,6.5,8.7,2.2,4.4,0.0,2.2,7.6,5.5,,2020,breweco01
519.0,Quinndary Weatherspoon,23.0,SAS,SG,11.0,0.0,78.0,2.3,7.8,0.294,0.5,2.3,0.2,1.8,5.5,0.333,0.324,0.5,0.9,0.5,0.5,2.8,3.2,5.1,1.4,0.5,2.3,3.7,5.5,,2020,weathqu01
520.0,Henry Ellenson,23.0,BRK,C,5.0,0.0,15.0,2.4,16.8,0.143,0.0,9.6,0.0,2.4,7.2,0.333,0.143,0.0,0.0,0.0,4.8,9.6,14.4,2.4,0.0,0.0,0.0,2.4,4.8,,2020,ellenhe01
521.0,Chasson Randle,26.0,GSW,PG,3.0,0.0,40.0,0.0,3.6,0.0,0.0,1.8,0.0,0.0,1.8,0.0,0.0,4.5,5.4,0.833,0.0,1.8,1.8,4.5,1.8,0.0,0.0,2.7,4.5,,2020,randlch01
522.0,Matt Mooney,22.0,CLE,SG,4.0,0.0,19.0,1.9,7.6,0.25,0.0,3.8,0.0,1.9,3.8,0.5,0.25,0.0,0.0,0.0,0.0,5.7,5.7,1.9,3.8,1.9,0.0,1.9,3.8,,2020,moonema01
523.0,Josh Gray,26.0,NOP,PG,2.0,0.0,23.0,1.6,3.1,0.5,0.0,0.0,0.0,1.6,3.1,0.5,0.5,0.0,0.0,0.0,1.6,1.6,3.1,3.1,0.0,0.0,7.8,1.6,3.1,,2020,grayjo01
524.0,Joe Chealey,24.0,CHO,PG,4.0,0.0,33.0,0.0,7.6,0.0,0.0,4.4,0.0,0.0,3.3,0.0,0.0,2.2,2.2,1.0,0.0,0.0,0.0,1.1,4.4,0.0,2.2,2.2,2.2,,2020,chealjo01
525.0,Marques Bolden,21.0,CLE,C,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,12.0,0.0,0.0,12.0,0.0,,2020,boldema01
526.0,William Howard,26.0,HOU,PF,2.0,0.0,13.0,0.0,11.1,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,2.8,0.0,0.0,2.8,2.8,0.0,,2020,howarwi01
527.0,Stanton Kidd,27.0,UTA,SG,4.0,0.0,15.0,0.0,7.2,0.0,0.0,2.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,2.4,0.0,0.0,4.8,7.2,0.0,,2020,kiddst01
528.0,J.P. Macura,24.0,CLE,SG,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020,macurjp01
529.0,Isaiah Roby,21.0,OKC,PF,3.0,0.0,11.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,3.3,3.3,0.0,,2020,robyis01
0.0,League Average,0.0,,,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.358,0.0,0.0,0.524,0.529,0.0,0.0,0.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020,league_average
1.0,Udonis Haslem,40.0,MIA,C,1.0,0.0,3.0,24.0,24.0,1.0,0.0,0.0,0.0,24.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,48.0,,2021,hasleud01
2.0,Stephen Curry,32.0,GSW,PG,63.0,63.0,2152.0,11.0,22.8,0.482,5.6,13.4,0.421,5.4,9.4,0.569,0.605,6.1,6.6,0.916,0.5,5.3,5.8,6.1,1.3,0.1,3.6,2.0,33.7,"MVP-3,AS,NBA1",2021,curryst01
3.0,Joel Embiid,26.0,PHI,C,51.0,51.0,1585.0,10.5,20.4,0.513,1.3,3.5,0.377,9.2,16.9,0.541,0.545,10.7,12.4,0.859,2.6,9.7,12.2,3.3,1.1,1.6,3.6,2.8,33.0,"MVP-2,DPOY-7,AS,NBA2",2021,embiijo01
4.0,Bradley Beal,27.0,WAS,SG,60.0,60.0,2147.0,11.2,23.2,0.485,2.2,6.3,0.349,9.1,16.9,0.535,0.532,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.5,"AS,NBA3",2021,bealbr01
5.0,Giannis Antetokounmpo,26.0,MIL,PF,61.0,61.0,2013.0,11.2,19.7,0.569,1.2,4.0,0.303,10.0,15.7,0.636,0.6,7.1,10.4,0.685,1.7,10.3,12.0,6.4,1.3,1.3,3.7,3.0,30.7,"MVP-4,DPOY-5,AS,NBA1",2021,antetgi01
6.0,Kevin Durant,32.0,BRK,PF,35.0,32.0,1157.0,10.1,18.8,0.537,2.6,5.9,0.45,7.4,12.9,0.577,0.608,6.5,7.4,0.882,0.4,7.3,7.7,6.1,0.8,1.4,3.7,2.2,29.3,AS,2021,duranke01
7.0,Zion Williamson,20.0,NOP,PF,61.0,61.0,2026.0,11.3,18.4,0.611,0.2,0.6,0.294,11.1,17.8,0.622,0.616,6.6,9.4,0.698,3.0,4.9,7.8,4.0,1.0,0.7,3.0,2.4,29.3,AS,2021,willizi01
8.0,Luka DonÄiÄ,21.0,DAL,PG,66.0,66.0,2262.0,10.3,21.5,0.479,3.1,8.7,0.35,7.2,12.8,0.567,0.55,5.5,7.5,0.73,0.9,7.5,8.4,9.0,1.0,0.6,4.5,2.4,29.1,"MVP-6,AS,NBA1",2021,doncilu01
9.0,Damian Lillard,30.0,POR,PG,67.0,67.0,2398.0,9.0,20.0,0.451,4.1,10.6,0.391,4.9,9.5,0.519,0.554,6.7,7.3,0.928,0.5,3.8,4.2,7.6,0.9,0.3,3.0,1.5,28.9,"MVP-7,AS,NBA2",2021,lillada01
10.0,Donovan Mitchell,24.0,UTA,PG,53.0,53.0,1771.0,9.7,22.2,0.438,3.6,9.4,0.386,6.1,12.8,0.476,0.52,5.4,6.4,0.845,1.0,3.8,4.8,5.6,1.1,0.3,3.0,2.4,28.5,AS,2021,mitchdo01
11.0,Zach LaVine,25.0,CHI,SG,58.0,58.0,2034.0,10.1,19.9,0.507,3.5,8.4,0.419,6.5,11.4,0.571,0.596,4.5,5.3,0.849,0.6,4.5,5.1,5.0,0.8,0.5,3.6,2.4,28.2,AS,2021,lavinza01
12.0,Kyrie Irving,28.0,BRK,PG,54.0,54.0,1886.0,10.5,20.7,0.506,2.9,7.2,0.402,7.6,13.5,0.561,0.576,3.8,4.2,0.922,1.0,3.9,4.9,6.2,1.5,0.7,2.5,2.7,27.7,"AS,NBA3",2021,irvinky01
13.0,Nikola JokiÄ,25.0,DEN,C,72.0,72.0,2488.0,10.6,18.7,0.566,1.3,3.4,0.388,9.3,15.3,0.606,0.602,4.9,5.7,0.868,3.0,8.3,11.3,8.7,1.4,0.7,3.2,2.8,27.5,"MVP-1,AS,NBA1",2021,jokicni01
14.0,Devin Booker,24.0,PHO,SG,67.0,67.0,2270.0,9.9,20.4,0.484,2.0,5.9,0.34,7.9,14.5,0.543,0.533,5.4,6.2,0.867,0.5,3.9,4.5,4.6,0.8,0.3,3.3,2.9,27.2,AS,2021,bookede01
15.0,LeBron James,36.0,LAL,PG,45.0,45.0,1504.0,10.1,19.7,0.513,2.5,6.8,0.365,7.6,12.9,0.591,0.576,4.3,6.1,0.698,0.7,7.6,8.3,8.4,1.1,0.6,4.0,1.7,27.0,"MVP-13,AS,NBA2",2021,jamesle01
16.0,Trae Young,22.0,ATL,PG,63.0,63.0,2125.0,8.3,18.8,0.438,2.3,6.7,0.343,5.9,12.1,0.491,0.499,8.2,9.2,0.886,0.6,3.5,4.2,10.1,0.9,0.2,4.4,1.9,27.0,,2021,youngtr01
17.0,Jayson Tatum,22.0,BOS,SF,64.0,64.0,2290.0,9.5,20.7,0.459,2.9,7.6,0.386,6.6,13.1,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.6,AS,2021,tatumja01
18.0,Karl-Anthony Towns,25.0,MIN,C,50.0,50.0,1689.0,9.1,18.7,0.486,2.6,6.7,0.387,6.5,11.9,0.541,0.555,5.7,6.6,0.859,2.8,8.4,11.3,4.8,0.8,1.2,3.4,4.0,26.4,,2021,townska01
19.0,Kawhi Leonard,29.0,LAC,SF,52.0,52.0,1773.0,9.4,18.4,0.512,2.1,5.2,0.398,7.4,13.3,0.557,0.568,5.3,6.0,0.885,1.1,5.7,6.8,5.5,1.6,0.4,2.1,1.7,26.2,"MVP-13,AS,NBA1",2021,leonaka01
20.0,Jaylen Brown,24.0,BOS,SG,58.0,58.0,1999.0,9.7,20.0,0.484,2.9,7.4,0.397,6.8,12.6,0.536,0.558,3.4,4.5,0.764,1.3,5.0,6.2,3.5,1.3,0.6,2.8,3.0,25.8,AS,2021,brownja02
21.0,De'Aaron Fox,23.0,SAC,PG,58.0,58.0,2036.0,9.4,19.6,0.477,1.8,5.7,0.322,7.5,14.0,0.539,0.523,5.3,7.4,0.719,0.6,3.0,3.6,7.4,1.5,0.5,3.1,3.0,25.8,,2021,foxde01
22.0,Shai Gilgeous-Alexander,22.0,OKC,SG,35.0,35.0,1180.0,8.8,17.2,0.508,2.2,5.2,0.418,6.6,12.1,0.547,0.571,5.6,7.0,0.808,0.6,4.5,5.1,6.3,0.8,0.7,3.2,2.1,25.3,,2021,gilgesh01
23.0,Nikola VuÄeviÄ,30.0,2TM,C,70.0,70.0,2348.0,10.2,21.4,0.477,2.7,6.7,0.4,7.5,14.7,0.513,0.54,2.0,2.4,0.84,2.2,10.3,12.5,4.1,1.0,0.7,1.9,2.1,25.1,AS,2021,vucevni01
23.0,Nikola VuÄeviÄ,30.0,ORL,C,44.0,44.0,1500.0,10.5,21.8,0.48,2.8,6.9,0.406,7.7,14.9,0.515,0.545,2.2,2.6,0.827,2.1,10.3,12.4,4.0,1.0,0.7,2.0,1.9,25.9,,2021,vucevni01
23.0,Nikola VuÄeviÄ,30.0,CHI,C,26.0,26.0,848.0,9.8,20.7,0.471,2.5,6.5,0.388,7.3,14.3,0.509,0.532,1.7,2.0,0.87,2.5,10.2,12.7,4.3,1.0,0.8,1.8,2.5,23.7,,2021,vucevni01
24.0,Paul George,30.0,LAC,SF,54.0,54.0,1821.0,8.8,18.8,0.467,3.4,8.2,0.411,5.4,10.6,0.51,0.557,3.9,4.5,0.868,0.9,6.2,7.1,5.5,1.2,0.5,3.5,2.6,24.9,"AS,NBA3",2021,georgpa01
25.0,Brandon Ingram,23.0,NOP,SF,61.0,61.0,2093.0,8.8,18.9,0.466,2.5,6.5,0.381,6.4,12.5,0.51,0.531,4.8,5.5,0.878,0.6,4.6,5.1,5.1,0.7,0.6,2.6,2.1,24.9,,2021,ingrabr01
26.0,Collin Sexton,22.0,CLE,SG,60.0,60.0,2115.0,8.9,18.8,0.475,1.7,4.5,0.371,7.3,14.3,0.508,0.519,5.3,6.5,0.815,1.0,2.2,3.2,4.5,1.1,0.2,2.8,2.7,24.9,,2021,sextoco01
27.0,Jordan Clarkson,28.0,UTA,SG,68.0,1.0,1818.0,9.0,21.3,0.425,4.1,11.9,0.347,4.9,9.4,0.523,0.522,2.6,2.9,0.896,0.9,4.5,5.4,3.3,1.2,0.2,2.3,2.2,24.8,6MOY-1,2021,clarkjo01
28.0,CJ McCollum,29.0,POR,SG,47.0,47.0,1600.0,9.1,19.9,0.458,3.8,9.5,0.402,5.3,10.4,0.509,0.554,2.4,3.0,0.812,0.7,3.5,4.2,5.0,1.0,0.5,1.5,2.0,24.5,,2021,mccolcj01
