rk,player,age,team,pos,g,gs,mp,fg,fga,fg_percent,3p,3pa,3p_percent,2p,2pa,2p_percent,efg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,awards,year,player_id
469.0,Alfonzo McKinnie,29.0,CHI,SF,17.0,3.0,206.0,4.2,10.7,0.393,1.6,4.7,0.333,2.6,5.9,0.441,0.467,0.3,1.4,0.25,2.3,3.5,5.8,0.9,0.3,0.5,1.2,4.5,10.3,,2022,mckinal01
470.0,Maxi Kleber,30.0,DAL,PF,59.0,21.0,1450.0,3.5,8.8,0.398,2.1,6.3,0.325,1.4,2.5,0.586,0.516,1.1,1.6,0.708,1.7,7.0,8.7,1.7,0.7,1.4,1.2,3.4,10.2,6MOY-11,2022,klebima01
471.0,Romeo Langford,22.0,2TM,SG,48.0,5.0,771.0,3.9,8.9,0.435,1.4,4.0,0.341,2.5,4.9,0.509,0.51,1.1,2.0,0.548,1.4,3.6,5.0,1.0,1.0,0.7,0.7,2.2,10.2,,2022,langfro01
471.0,Romeo Langford,22.0,BOS,SG,44.0,5.0,728.0,3.9,9.1,0.429,1.4,4.1,0.349,2.5,5.0,0.495,0.508,1.0,1.7,0.588,1.5,3.7,5.1,0.9,1.0,0.8,0.8,2.3,10.2,,2022,langfro01
471.0,Romeo Langford,22.0,SAS,SG,4.0,0.0,43.0,3.3,5.9,0.571,0.0,1.7,0.0,3.3,4.2,0.8,0.571,2.5,6.7,0.375,0.0,3.3,3.3,1.7,0.8,0.0,0.0,0.8,9.2,,2022,langfro01
472.0,Kevon Looney,25.0,GSW,C,82.0,80.0,1732.0,4.3,7.6,0.571,0.0,0.0,0.0,4.3,7.5,0.573,0.571,1.6,2.6,0.6,4.3,8.1,12.4,3.4,1.0,1.1,1.4,4.5,10.2,,2022,looneke01
473.0,Jamorko Pickett,24.0,DET,PF,13.0,0.0,176.0,3.7,10.2,0.36,2.7,8.0,0.333,1.0,2.3,0.455,0.49,0.2,0.4,0.5,1.2,5.3,6.5,1.4,0.0,1.4,1.0,2.5,10.2,,2022,pickeja01
474.0,Avery Bradley,31.0,LAL,SG,62.0,45.0,1406.0,3.8,9.0,0.423,2.1,5.4,0.39,1.7,3.6,0.471,0.54,0.4,0.5,0.889,0.8,2.7,3.5,1.2,1.4,0.2,1.0,3.0,10.1,,2022,bradlav01
475.0,Facundo Campazzo,30.0,DEN,PG,65.0,4.0,1184.0,3.3,9.0,0.361,1.8,5.9,0.301,1.5,3.1,0.476,0.459,1.8,2.4,0.769,0.7,2.9,3.6,6.7,1.9,0.7,2.0,3.8,10.1,,2022,campafa01
476.0,Garrett Temple,35.0,NOP,SG,59.0,16.0,1098.0,3.6,9.7,0.376,1.9,6.1,0.319,1.7,3.6,0.473,0.476,0.9,1.3,0.683,1.0,3.7,4.7,2.4,1.4,0.8,1.4,2.7,10.1,,2022,templga01
477.0,DeAndre' Bembry,27.0,2TM,SF,56.0,20.0,1026.0,4.4,7.8,0.561,0.5,1.3,0.417,3.8,6.5,0.589,0.595,0.7,1.2,0.6,1.5,4.2,5.7,2.3,1.7,0.9,1.1,4.0,10.0,,2022,bembrde01
477.0,DeAndre' Bembry,27.0,BRK,SF,48.0,20.0,949.0,4.6,8.1,0.568,0.6,1.4,0.417,4.0,6.7,0.599,0.603,0.8,1.3,0.6,1.4,4.3,5.8,2.3,1.8,0.9,1.1,3.9,10.5,,2022,bembrde01
477.0,DeAndre' Bembry,27.0,MIL,SF,8.0,0.0,77.0,1.4,3.7,0.375,0.0,0.0,0.0,1.4,3.7,0.375,0.375,0.0,0.0,0.0,1.9,3.3,5.1,2.8,0.9,0.0,0.5,4.2,2.8,,2022,bembrde01
478.0,Killian Hayes,20.0,DET,PG,66.0,40.0,1647.0,3.8,10.0,0.383,1.0,3.7,0.263,2.9,6.4,0.452,0.431,1.2,1.6,0.77,0.8,3.8,4.6,6.1,1.7,0.8,2.4,4.0,9.9,,2022,hayeski01
479.0,Dean Wade,25.0,CLE,PF,51.0,28.0,980.0,3.6,8.0,0.456,1.9,5.2,0.359,1.8,2.8,0.64,0.574,0.7,1.1,0.667,1.1,4.4,5.5,1.9,1.1,0.3,0.6,3.2,9.9,,2022,wadede01
480.0,Didi Louzada,22.0,2TM,SF,9.0,1.0,129.0,3.3,9.2,0.364,2.5,6.4,0.391,0.8,2.8,0.3,0.5,0.6,0.6,1.0,1.4,3.3,4.7,1.4,0.6,0.6,1.4,3.6,9.8,,2022,louzama01
480.0,Didi Louzada,22.0,NOP,SF,2.0,0.0,7.0,0.0,15.4,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,10.3,5.1,0.0,0.0,0.0,0.0,0.0,,2022,louzama01
480.0,Didi Louzada,22.0,POR,SG,7.0,1.0,122.0,3.5,8.9,0.4,2.7,5.9,0.45,0.9,3.0,0.3,0.55,0.6,0.6,1.0,0.9,3.5,4.4,1.2,0.6,0.6,1.5,3.8,10.3,,2022,louzama01
481.0,Keljin Blevins,26.0,POR,SF,31.0,1.0,349.0,3.5,11.4,0.306,2.2,7.4,0.292,1.3,4.0,0.333,0.401,0.6,1.1,0.545,1.7,3.0,4.6,2.0,1.3,0.1,1.8,3.0,9.8,,2022,blevike01
482.0,Rob Edwards,25.0,OKC,SG,2.0,0.0,11.0,3.3,13.1,0.25,3.3,13.1,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,9.8,9.8,0.0,0.0,0.0,3.3,0.0,9.8,,2022,edwarro01
483.0,Vit Krejci,21.0,OKC,SG,30.0,8.0,690.0,3.5,8.7,0.407,1.7,5.1,0.327,1.9,3.6,0.522,0.503,1.0,1.1,0.864,0.9,4.3,5.3,3.0,1.0,0.4,1.5,3.4,9.8,,2022,krejcvi01
484.0,Emmanuel Mudiay,25.0,SAC,PG,2.0,0.0,11.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,9.8,13.1,0.75,0.0,0.0,0.0,13.1,3.3,0.0,3.3,3.3,9.8,,2022,mudiaem01
485.0,Elfrid Payton,27.0,PHO,PG,50.0,1.0,549.0,4.4,11.5,0.383,0.3,1.2,0.222,4.1,10.3,0.401,0.394,0.8,2.1,0.375,1.4,4.4,5.8,6.5,1.6,0.4,3.1,2.5,9.8,,2022,paytoel01
486.0,Austin Rivers,29.0,DEN,SG,67.0,18.0,1480.0,3.6,8.5,0.417,1.9,5.6,0.342,1.6,2.9,0.563,0.53,0.8,1.1,0.727,0.5,2.3,2.8,2.2,1.2,0.1,1.3,2.9,9.8,,2022,riverau01
487.0,P.J. Tucker,36.0,MIA,PF,71.0,70.0,1981.0,3.8,7.8,0.484,1.5,3.5,0.415,2.3,4.3,0.54,0.577,0.8,1.1,0.738,1.8,5.2,7.0,2.7,1.1,0.3,1.2,2.9,9.8,,2022,tuckepj01
488.0,Jarred Vanderbilt,22.0,MIN,PF,74.0,67.0,1880.0,4.1,6.9,0.587,0.0,0.3,0.143,4.0,6.6,0.605,0.59,1.6,2.5,0.656,4.1,7.8,11.9,1.8,1.9,0.9,1.4,3.5,9.8,,2022,vandeja01
489.0,Troy Brown Jr.,22.0,CHI,SF,66.0,7.0,1055.0,3.7,8.8,0.419,1.6,4.5,0.353,2.1,4.3,0.488,0.51,0.7,0.9,0.769,1.3,5.6,6.9,2.3,1.2,0.2,0.9,2.1,9.7,,2022,browntr01
490.0,Danny Green,34.0,PHI,SF,62.0,28.0,1353.0,3.4,8.5,0.394,2.7,7.2,0.38,0.6,1.3,0.469,0.555,0.3,0.4,0.786,0.9,3.3,4.2,1.7,1.6,1.0,1.2,2.8,9.7,,2022,greenda02
491.0,Wes Iwundu,27.0,ATL,SF,3.0,1.0,82.0,3.5,7.9,0.444,1.3,2.2,0.6,2.2,5.7,0.385,0.528,1.3,1.8,0.75,1.3,4.4,5.7,0.0,0.4,0.0,0.4,3.5,9.7,,2022,iwundwe01
492.0,John Konchar,25.0,MEM,SG,72.0,7.0,1292.0,3.8,7.3,0.515,1.4,3.5,0.413,2.3,3.8,0.61,0.615,0.8,1.4,0.551,2.4,6.7,9.2,3.0,1.3,0.6,0.8,2.5,9.7,,2022,konchjo01
493.0,Isaiah Todd,20.0,WAS,PF,12.0,0.0,74.0,3.4,12.6,0.269,1.9,7.8,0.25,1.5,4.9,0.3,0.346,1.0,2.9,0.333,1.5,4.4,5.8,1.9,1.9,1.0,1.9,1.9,9.7,,2022,toddis01
494.0,Rajon Rondo,35.0,2TM,PG,39.0,1.0,698.0,3.5,9.1,0.386,1.6,4.5,0.352,1.9,4.5,0.42,0.474,1.0,1.3,0.731,0.8,4.8,5.6,8.8,1.5,0.3,3.5,2.9,9.6,,2022,rondora01
494.0,Rajon Rondo,35.0,LAL,PG,18.0,0.0,289.0,2.9,8.8,0.324,1.0,3.7,0.267,1.9,5.1,0.366,0.38,0.1,0.2,0.5,1.2,4.9,6.1,8.3,1.5,0.6,4.2,3.1,6.9,,2022,rondora01
494.0,Rajon Rondo,35.0,CLE,PG,21.0,1.0,409.0,4.0,9.2,0.429,2.0,5.1,0.397,1.9,4.1,0.468,0.538,1.6,2.1,0.75,0.4,4.8,5.2,9.1,1.6,0.1,3.0,2.7,11.5,,2022,rondora01
495.0,Gary Clark,27.0,NOP,PF,38.0,1.0,378.0,3.1,8.4,0.375,2.7,6.7,0.4,0.5,1.7,0.278,0.534,0.7,1.0,0.7,2.2,6.4,8.6,1.7,1.2,0.7,1.0,1.9,9.6,,2022,clarkga01
496.0,Melvin Frazier,25.0,OKC,SG,3.0,0.0,120.0,3.9,14.4,0.271,0.3,6.3,0.048,3.6,8.1,0.444,0.281,1.5,2.1,0.714,1.5,2.4,3.9,0.3,0.3,0.0,0.9,2.4,9.6,,2022,frazime01
497.0,George Hill,35.0,MIL,PG,54.0,17.0,1253.0,3.4,7.9,0.429,1.2,3.8,0.306,2.2,4.1,0.546,0.504,1.6,1.8,0.919,1.1,3.4,4.5,3.4,1.2,0.2,1.2,2.0,9.6,,2022,hillge01
498.0,Jemerrio Jones,26.0,LAL,SF,2.0,0.0,15.0,4.8,7.2,0.667,0.0,0.0,0.0,4.8,7.2,0.667,0.667,0.0,0.0,0.0,4.8,2.4,7.2,0.0,2.4,0.0,0.0,4.8,9.6,,2022,jonesje01
499.0,Mason Plumlee,31.0,CHO,C,73.0,73.0,1793.0,4.1,6.4,0.641,0.0,0.0,0.0,4.1,6.4,0.645,0.641,1.3,3.4,0.392,3.5,7.8,11.3,4.5,1.2,1.0,2.0,4.5,9.6,,2022,plumlma01
500.0,Steven Adams,28.0,MEM,C,76.0,75.0,1999.0,3.8,6.9,0.547,0.0,0.0,0.0,3.8,6.9,0.548,0.547,1.9,3.6,0.543,6.3,7.4,13.7,4.6,1.2,1.1,2.1,2.8,9.5,,2022,adamsst01
501.0,Alex Caruso,27.0,CHI,SG,41.0,18.0,1147.0,3.2,8.0,0.398,1.3,4.0,0.333,1.9,4.1,0.462,0.48,1.8,2.3,0.795,1.0,3.6,4.6,5.2,2.2,0.5,1.8,3.3,9.5,,2022,carusal01
502.0,Haywood Highsmith,25.0,MIA,SF,19.0,1.0,163.0,3.5,10.2,0.348,2.0,6.2,0.321,1.5,4.0,0.389,0.446,0.4,1.1,0.4,2.2,3.5,5.7,1.3,0.4,0.7,0.7,2.9,9.5,,2022,highsha01
503.0,Wayne Selden,27.0,NYK,SG,3.0,0.0,19.0,1.9,7.6,0.25,1.9,3.8,0.5,0.0,3.8,0.0,0.375,3.8,7.6,0.5,0.0,1.9,1.9,1.9,0.0,0.0,0.0,1.9,9.5,,2022,seldewa01
504.0,McKinley Wright IV,23.0,MIN,PG,5.0,0.0,19.0,3.8,5.7,0.667,1.9,3.8,0.5,1.9,1.9,1.0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,1.9,1.9,9.5,,2022,wrighmc01
505.0,Draymond Green,31.0,GSW,PF,46.0,44.0,1329.0,3.7,7.0,0.525,0.4,1.5,0.296,3.2,5.5,0.586,0.556,1.6,2.5,0.659,1.2,7.9,9.1,8.7,1.7,1.4,3.8,3.7,9.4,"DPOY-10,AS",2022,greendr01
506.0,Jordan McLaughlin,25.0,MIN,PG,62.0,3.0,902.0,3.5,8.0,0.44,1.1,3.4,0.318,2.4,4.6,0.53,0.508,1.2,1.6,0.75,0.9,2.9,3.8,7.2,2.3,0.4,1.5,2.2,9.3,,2022,mclaujo01
507.0,Josh Okogie,23.0,MIN,SG,49.0,6.0,516.0,2.9,7.3,0.404,1.0,3.3,0.298,2.0,4.0,0.491,0.471,2.4,3.6,0.686,2.0,2.9,4.9,1.7,1.8,0.8,1.6,3.7,9.3,,2022,okogijo01
508.0,Brad Wanamaker,32.0,2TM,PG,23.0,2.0,320.0,3.2,8.7,0.364,0.5,1.9,0.235,2.7,6.8,0.4,0.39,2.6,2.8,0.92,0.7,3.7,4.4,6.2,0.8,0.7,2.6,5.1,9.3,,2022,wanambr01
508.0,Brad Wanamaker,32.0,IND,PG,22.0,1.0,293.0,3.2,8.8,0.361,0.5,2.1,0.235,2.7,6.8,0.4,0.389,2.5,2.7,0.909,0.7,3.6,4.3,5.9,0.6,0.7,2.8,5.2,9.3,,2022,wanambr01
508.0,Brad Wanamaker,32.0,WAS,PG,1.0,1.0,27.0,2.7,6.7,0.4,0.0,0.0,0.0,2.7,6.7,0.4,0.4,4.0,4.0,1.0,0.0,5.3,5.3,9.3,2.7,0.0,0.0,4.0,9.3,,2022,wanambr01
509.0,Javonte Smart,22.0,2TM,PG,17.0,1.0,200.0,3.4,10.8,0.317,1.4,4.9,0.296,2.0,5.9,0.333,0.383,0.9,1.1,0.833,0.9,3.4,4.3,2.9,1.1,0.5,2.0,2.2,9.2,,2022,smartja01
509.0,Javonte Smart,22.0,MIL,PG,13.0,1.0,160.0,2.5,9.7,0.256,0.9,4.1,0.222,1.6,5.6,0.28,0.302,1.1,1.4,0.833,0.9,3.4,4.3,3.2,0.9,0.5,2.0,2.5,7.0,,2022,smartja01
509.0,Javonte Smart,22.0,MIA,PG,4.0,0.0,40.0,7.2,15.3,0.471,3.6,8.1,0.444,3.6,7.2,0.5,0.588,0.0,0.0,0.0,0.9,3.6,4.5,1.8,1.8,0.9,1.8,0.9,18.0,,2022,smartja01
510.0,Justin Robinson,24.0,3TM,PG,25.0,0.0,304.0,3.3,11.0,0.301,2.1,7.2,0.295,1.2,3.8,0.313,0.398,0.5,0.9,0.5,0.5,2.0,2.5,3.8,1.1,0.1,2.0,3.2,9.2,,2022,robinju01
510.0,Justin Robinson,24.0,MIL,PG,17.0,0.0,198.0,3.3,10.4,0.316,1.8,6.7,0.27,1.5,3.6,0.4,0.404,0.4,0.4,1.0,0.4,2.0,2.4,3.8,1.5,0.0,2.0,3.1,8.7,,2022,robinju01
510.0,Justin Robinson,24.0,SAC,PG,3.0,0.0,15.0,2.4,19.2,0.125,0.0,7.2,0.0,2.4,12.0,0.2,0.125,0.0,0.0,0.0,0.0,2.4,2.4,4.8,0.0,0.0,2.4,4.8,4.8,,2022,robinju01
510.0,Justin Robinson,24.0,DET,PG,5.0,0.0,91.0,3.6,11.1,0.321,3.2,8.3,0.381,0.4,2.8,0.143,0.464,0.8,2.4,0.333,0.8,2.0,2.8,3.6,0.4,0.4,2.0,3.2,11.1,,2022,robinju01
511.0,Sterling Brown,26.0,DAL,SG,49.0,3.0,628.0,3.4,8.9,0.381,1.6,5.3,0.304,1.8,3.6,0.492,0.471,0.8,0.9,0.933,1.5,7.1,8.5,1.9,0.8,0.4,1.3,3.2,9.2,,2022,brownst02
512.0,Trent Forrest,23.0,UTA,PG,60.0,6.0,765.0,3.6,7.3,0.49,0.2,1.3,0.185,3.3,6.0,0.555,0.506,1.8,2.3,0.792,1.1,3.6,4.7,5.0,1.4,0.3,2.3,2.0,9.2,,2022,forretr01
513.0,JT Thor,19.0,CHO,PF,33.0,0.0,262.0,3.3,7.6,0.436,1.0,3.7,0.259,2.3,3.8,0.607,0.5,1.6,2.7,0.6,1.5,4.4,5.9,2.6,1.1,1.5,1.4,3.6,9.2,,2022,thorjt01
514.0,Killian Tillie,23.0,MEM,C,36.0,3.0,461.0,3.4,9.9,0.339,2.1,6.7,0.314,1.2,3.2,0.39,0.445,0.4,0.6,0.625,1.6,3.0,4.7,1.7,1.8,1.2,1.0,4.5,9.2,,2022,tilliki02
515.0,Maurice Harkless,28.0,SAC,SF,47.0,24.0,863.0,3.5,7.6,0.459,1.3,4.2,0.307,2.2,3.3,0.65,0.544,0.8,1.2,0.714,0.5,4.2,4.7,1.0,1.2,1.0,1.3,3.2,9.1,,2022,harklma01
516.0,Zavier Simpson,24.0,OKC,PG,4.0,4.0,174.0,3.9,10.8,0.365,0.2,1.7,0.125,3.7,9.1,0.409,0.375,1.0,1.0,1.0,0.4,3.9,4.3,6.2,1.0,0.8,2.1,3.1,9.1,,2022,simpsza01
517.0,Khem Birch,29.0,TOR,C,55.0,28.0,991.0,3.5,7.3,0.485,0.0,0.5,0.0,3.5,6.8,0.522,0.485,1.9,2.6,0.746,4.4,4.3,8.7,2.0,1.1,0.9,1.1,3.8,9.0,,2022,birchkh01
518.0,Myles Powell,24.0,PHI,PG,11.0,0.0,52.0,3.5,11.8,0.294,0.7,4.2,0.167,2.8,7.6,0.364,0.324,1.4,1.4,1.0,0.7,3.5,4.2,2.1,0.7,0.0,2.1,5.5,9.0,,2022,powelmy01
519.0,Wesley Matthews,35.0,MIL,SG,49.0,14.0,1002.0,3.1,7.9,0.395,1.9,5.6,0.338,1.2,2.3,0.54,0.516,0.8,1.0,0.786,1.1,2.2,3.3,1.3,0.8,0.3,0.6,3.1,8.9,,2022,matthwe02
520.0,Alize Johnson,25.0,3TM,PF,23.0,0.0,167.0,3.7,8.4,0.436,0.0,0.9,0.0,3.7,7.5,0.486,0.436,1.5,2.6,0.583,6.0,7.1,13.1,1.9,1.1,0.0,2.6,3.9,8.8,,2022,johnsal02
520.0,Alize Johnson,25.0,CHI,PF,16.0,0.0,121.0,3.6,6.8,0.522,0.0,0.6,0.0,3.6,6.2,0.571,0.522,1.2,2.1,0.571,4.8,6.0,10.7,2.4,0.9,0.0,2.4,4.5,8.3,,2022,johnsal02
520.0,Alize Johnson,25.0,WAS,PF,3.0,0.0,18.0,4.0,12.0,0.333,0.0,4.0,0.0,4.0,8.0,0.5,0.333,0.0,2.0,0.0,10.0,14.0,24.0,0.0,0.0,0.0,6.0,0.0,8.0,,2022,johnsal02
520.0,Alize Johnson,25.0,NOP,PF,4.0,0.0,28.0,3.9,12.9,0.3,0.0,0.0,0.0,3.9,12.9,0.3,0.3,3.9,5.1,0.75,9.0,7.7,16.7,1.3,2.6,0.0,1.3,3.9,11.6,,2022,johnsal02
521.0,Semi Ojeleye,27.0,2TM,PF,30.0,0.0,406.0,2.7,8.8,0.303,1.3,4.4,0.3,1.3,4.3,0.306,0.379,2.0,2.6,0.793,2.4,4.2,6.6,0.8,0.6,0.5,0.8,2.7,8.7,,2022,ojelese01
521.0,Semi Ojeleye,27.0,MIL,PF,20.0,0.0,308.0,2.1,8.2,0.257,1.3,4.8,0.268,0.8,3.4,0.241,0.336,1.2,1.5,0.769,2.9,3.9,6.8,0.6,0.6,0.6,0.6,3.0,6.7,,2022,ojelese01
521.0,Semi Ojeleye,27.0,LAC,PF,10.0,0.0,98.0,4.4,10.7,0.414,1.5,3.3,0.444,2.9,7.3,0.4,0.483,4.8,5.9,0.813,0.7,5.1,5.9,1.5,0.7,0.4,1.5,1.5,15.1,,2022,ojelese01
522.0,Kent Bazemore,32.0,LAL,SF,39.0,14.0,545.0,3.0,9.2,0.324,1.9,5.3,0.363,1.1,3.9,0.271,0.428,0.9,1.1,0.765,0.9,3.7,4.6,2.2,1.7,0.6,1.4,4.6,8.7,,2022,bazemke01
523.0,Taj Gibson,36.0,NYK,C,52.0,4.0,946.0,3.3,6.3,0.518,0.6,1.4,0.395,2.7,4.9,0.555,0.563,1.6,2.0,0.808,3.3,5.4,8.7,1.2,0.8,1.5,1.0,5.2,8.7,,2022,gibsota01
524.0,Miles McBride,21.0,NYK,PG,40.0,2.0,372.0,3.1,10.5,0.296,1.6,6.6,0.25,1.5,3.9,0.375,0.375,0.8,1.2,0.667,0.4,3.7,4.1,4.0,1.4,0.1,0.5,4.4,8.6,,2022,mcbrimi01
525.0,RJ Nembhard Jr.,22.0,CLE,SG,14.0,0.0,63.0,3.4,10.3,0.333,0.0,1.1,0.0,3.4,9.1,0.375,0.333,1.7,2.3,0.75,1.7,2.3,4.0,6.9,0.6,0.0,1.7,1.1,8.6,,2022,nembhrj01
526.0,Dylan Windler,25.0,CLE,SF,50.0,0.0,459.0,2.9,7.7,0.378,1.6,5.5,0.3,1.3,2.2,0.571,0.485,1.2,1.4,0.833,1.6,5.3,7.0,2.7,1.1,0.2,1.3,3.7,8.6,,2022,windldy01
527.0,Royce O'Neale,28.0,UTA,SF,77.0,77.0,2406.0,3.0,6.6,0.457,1.8,4.6,0.389,1.3,2.1,0.609,0.591,0.7,0.8,0.804,1.0,4.5,5.5,2.9,1.3,0.5,1.2,2.7,8.5,,2022,onealro01
528.0,Kevin Pangos,29.0,CLE,PG,24.0,3.0,166.0,3.3,10.0,0.326,1.3,5.6,0.231,2.0,4.3,0.45,0.391,0.7,0.9,0.75,0.4,2.0,2.4,6.5,0.7,0.0,1.5,2.4,8.5,,2022,pangoke01
529.0,Delon Wright,29.0,ATL,SG,77.0,8.0,1452.0,3.0,6.7,0.454,1.1,2.9,0.379,1.9,3.8,0.51,0.535,1.3,1.6,0.857,1.2,4.2,5.5,4.7,2.3,0.5,1.1,1.4,8.5,,2022,wrighde01
530.0,Abdel Nader,28.0,PHO,SF,14.0,0.0,145.0,3.0,8.7,0.343,1.0,3.5,0.286,2.0,5.2,0.381,0.4,1.5,2.5,0.6,1.0,5.7,6.7,1.7,2.0,1.0,2.7,5.0,8.4,,2022,naderab01
531.0,Rodney Hood,29.0,2TM,SF,52.0,0.0,709.0,2.9,8.0,0.369,1.5,4.6,0.33,1.4,3.4,0.424,0.465,0.9,1.0,0.895,0.8,3.1,3.9,1.9,0.8,0.3,0.6,1.6,8.3,,2022,hoodro01
531.0,Rodney Hood,29.0,MIL,PF,39.0,0.0,581.0,2.9,8.1,0.351,1.5,5.0,0.3,1.4,3.2,0.431,0.443,0.8,0.9,0.929,0.8,3.3,4.2,1.9,0.7,0.2,0.4,1.7,8.0,,2022,hoodro01
531.0,Rodney Hood,29.0,LAC,SF,13.0,0.0,128.0,3.4,7.3,0.462,1.7,3.1,0.545,1.7,4.2,0.4,0.577,1.1,1.4,0.8,0.6,2.3,2.8,2.3,0.8,0.6,1.1,1.1,9.6,,2022,hoodro01
532.0,Tony Snell,30.0,2TM,SG,53.0,12.0,823.0,3.0,7.5,0.404,2.0,5.6,0.352,1.0,1.9,0.558,0.535,0.2,0.2,1.0,0.7,3.8,4.5,1.2,0.7,0.4,0.8,3.1,8.2,,2022,snellto01
532.0,Tony Snell,30.0,POR,SG,38.0,10.0,546.0,2.4,6.4,0.371,1.6,4.9,0.32,0.8,1.5,0.545,0.495,0.2,0.2,1.0,0.7,4.0,4.7,1.3,0.5,0.5,0.7,2.9,6.5,,2022,snellto01
532.0,Tony Snell,30.0,NOP,SG,15.0,2.0,277.0,4.3,9.6,0.446,2.7,6.9,0.396,1.6,2.7,0.571,0.588,0.1,0.1,1.0,0.6,3.4,4.0,1.0,1.0,0.3,1.0,3.4,11.4,,2022,snellto01
533.0,Tyrone Wallace,27.0,NOP,SG,6.0,0.0,75.0,3.4,9.6,0.35,1.0,3.8,0.25,2.4,5.8,0.417,0.4,0.5,2.4,0.2,0.0,3.8,3.8,0.5,1.4,0.5,1.0,3.4,8.2,,2022,wallaty01
534.0,Matisse Thybulle,24.0,PHI,SG,66.0,50.0,1685.0,3.2,6.4,0.5,1.0,3.1,0.313,2.2,3.3,0.673,0.575,0.7,0.9,0.791,0.9,2.3,3.2,1.6,2.5,1.5,0.8,3.4,8.1,DPOY-11,2022,thybuma01
535.0,Scotty Hopson,32.0,OKC,SG,1.0,0.0,18.0,4.0,8.0,0.5,0.0,2.0,0.0,4.0,6.0,0.667,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,2.0,8.0,,2022,hopsosc01
536.0,DaQuan Jeffries,24.0,MEM,SG,3.0,0.0,9.0,4.0,8.0,0.5,0.0,4.0,0.0,4.0,4.0,1.0,0.5,0.0,0.0,0.0,0.0,8.0,8.0,4.0,0.0,0.0,0.0,4.0,8.0,,2022,jeffrda01
537.0,TomÃ¡Å¡ SatoranskÃ½,30.0,3TM,SG,55.0,13.0,906.0,2.9,7.6,0.377,0.4,2.1,0.208,2.4,5.5,0.442,0.406,1.7,2.1,0.796,1.1,3.9,5.0,7.3,1.2,0.2,1.8,2.8,7.9,,2022,satorto01
537.0,TomÃ¡Å¡ SatoranskÃ½,30.0,NOP,SG,32.0,3.0,481.0,2.4,8.0,0.299,0.4,2.3,0.161,2.0,5.7,0.355,0.322,1.4,1.9,0.76,1.3,3.4,4.8,5.7,1.0,0.1,1.7,2.5,6.6,,2022,satorto01
537.0,TomÃ¡Å¡ SatoranskÃ½,30.0,SAS,SF,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.75,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,,2022,satorto01
537.0,TomÃ¡Å¡ SatoranskÃ½,30.0,WAS,PG,22.0,10.0,416.0,3.5,7.3,0.476,0.5,1.9,0.273,2.9,5.4,0.548,0.512,1.8,2.2,0.84,0.8,4.5,5.3,9.3,1.3,0.3,2.0,3.3,9.3,,2022,satorto01
538.0,Ryan Arcidiacono,27.0,NYK,PG,10.0,0.0,76.0,2.8,5.7,0.5,1.9,4.3,0.444,0.9,1.4,0.667,0.667,0.0,0.0,0.0,0.0,3.8,3.8,1.9,0.5,0.0,1.4,2.4,7.6,,2022,arcidry01
539.0,Trevor Ariza,36.0,LAL,SF,24.0,11.0,462.0,2.6,7.7,0.333,1.6,5.8,0.27,1.0,1.9,0.52,0.434,0.8,1.4,0.556,0.8,5.6,6.4,2.1,1.0,0.5,0.9,1.6,7.5,,2022,arizatr01
540.0,Leandro Bolmaro,21.0,MIN,SF,35.0,2.0,241.0,2.5,8.1,0.315,0.7,2.7,0.278,1.8,5.4,0.333,0.361,1.6,1.9,0.846,2.4,4.0,6.4,3.1,0.9,0.0,1.9,3.9,7.5,,2022,bolmale01
541.0,Andre Iguodala,38.0,GSW,SF,31.0,0.0,603.0,2.7,7.2,0.38,1.0,4.4,0.23,1.7,2.8,0.617,0.45,0.9,1.2,0.75,1.3,4.7,6.0,6.8,1.6,1.3,1.7,2.0,7.4,,2022,iguodan01
542.0,Tacko Fall,26.0,CLE,C,11.0,1.0,59.0,3.1,7.3,0.417,0.0,0.0,0.0,3.1,7.3,0.417,0.417,1.2,4.3,0.286,4.3,9.8,14.0,1.2,0.0,3.7,1.8,1.8,7.3,,2022,fallta01
543.0,Tremont Waters,24.0,2TM,PG,3.0,0.0,50.0,2.9,10.1,0.286,1.4,6.5,0.222,1.4,3.6,0.4,0.357,0.0,0.0,0.0,0.0,2.9,2.9,5.0,3.6,0.0,2.9,2.9,7.2,,2022,watertr01
543.0,Tremont Waters,24.0,TOR,PG,2.0,0.0,42.0,2.6,10.3,0.25,1.7,7.7,0.222,0.9,2.6,0.333,0.333,0.0,0.0,0.0,0.0,3.4,3.4,6.0,3.4,0.0,3.4,1.7,6.9,,2022,watertr01
